id,institution_name,institution_description
756215b41fbc4c12a47ae3f5012c9caa,Greensboro College,
60fc4e1f7852438394cc6f2fad4f7979,Harnett County Public Library,
8974ee1af5c140788a0741c59b504de4,Haywood County Public Library,
b68c0379068f451bad3d5016f3f08c8c,Gaston College,
5266207c327a419a8381425009285dd1,Gibbs Memorial Library,
74383fb01c004055b606c693ab69ef84,Graham County Public Library,
2949f3e5dbb94d0088d63ceacde59f7d,Gerald R. Ford Presidential Library and Museum,
da332420491e40edaba22320caed4187,George Washington University,
8293c8073f1d4366937b2263c710a8b5,George Eastman Museum,
c42bdf8e684b4121b4783bc4bf64f3f0,Geographicus,
75eb9f445f154365b5be56ea955a3536,Gaines County Library,
557c4886b8ad4543869911f7d63bdd6e,Gardner-Webb University,
7d1ff09f47f94e84b3a02b9ba4e52d3e,Farmville Public Library,
429857275e4b4bfa8a92c76ba08f07ca,Fort Worth Public Library,
257b67bb5d0f4810bd8372f27e11d0a0,Friench Simpson Memorial Library,
2c7be0888c2f4189a07b592ed1757602,Folger Shakespeare Library,
67d728c73af84003b952f3dd3010cdbd,Field Museum Library,
7023c043f2cf4b3ea84a34c596d14e85,Fayetteville State University,
5f5b0393aa754f1285d9d01ddd4cf63d,Ferris Public Library,
c8f56462907149d2aaf2430a460467d6,Forsyth County Public Library,
fe1154cecef44e95bf22d361aa4c668a,Friends of Oaxacan Folk Art (FOFA),
5069da820df9460f87356b898f5ec1d1,Ed & Hazel Richmond Public Library,
1643a136900a447db3f00d36d162f76f,Elkin Public Library,
599bd574e34e4613965d6ea8c8c5e7f3,Edgecombe County Memorial Library,
5ca9985c252a490191099df7caf906f9,East Carolina University,
dc2581b7c5e549cab23411fa86f0d4ce,Edgecombe Community College,
7d63a97524fc45c98ec92b8c9292042c,Electra Public Library,
69085691d9d9457da986e4c4fe5ead1f,Ernst Mayr Library of the Museum of Comparative Zoology,
c7e40674bd4b48d5a9581ee8c83aa5e2,Elizabeth City State University,
27378e4fb7f04765a5e48563021b3ab4,Elon University,
b938f3fe5d3e4aec86955e24501d457b,East Bend Public Library,
c84253d7cc0d4c5fbfc6b5f8ceddbc32,Denton Public Library,
4785c660e9a0429186447471d40e0d97,Duke University,
c202794969384c41b04d5c6cc0efdd43,Delta County Public Library,
e980c3181095436991af190d39cd932a,Dublin Public Library,
ac43c1bd459047bab5da571ebeebab37,DC Public Library,
42af44872b554970835a3c637a0cfe88,Durham County Library,
d07460e30fb442dd8a34616486e69743,"Davison Art Center, Wesleyan University",
9aa95951b60446e3abcb2c8a8f4425a4,Deaf Smith County Library,
2d422d68c8ac402198035b72421a945a,Detroit Institute of Arts,
9c69ce8e401d4f39a0300693ba5fc371,Duke University Libraries,
fdbcd49b3ab84b2f852a8702ba49f3ae,Danbury Public Library,
b97f48e1485f44afa3b58e82f6cd3db5,Cooke County Library,
1ae4611d61c844709d67fa318fcc663e,Cornell University Library,
94cce25f7ca44000882b5ad362d77b7d,Davidson County Public Library System,
0f0b757b1acd462aadbe913ab0fdeb5e,Comanche Public Library,
5f64ae322fa64191ac01de60c84f8716,Davidson College,
ccdd78a670f64f9ca90e2f5190e6181c,Cumberland County Public Library,
42bd2bcd293443439ea051581f883b59,Davie County Public Library,
03bd4a9affa54044a0cadcb704c1bd31,Cuero Public Library,
49a47ff8647d401380f05d4b8c13a248,City of Raleigh Museum,
2de605540fcc44c48dc51693ea2066d3,Chattahoochee Valley Regional Library System,
b57c8ed080e046999ec86e4e301895c5,Coleman Public Library,
c63c2bdd03af4ac2ba9c601f5ceaf7c6,Cleveland County Memorial Library,
62d438b83d8045a7beaba4d7814bc1e8,Columbus Public Library,
d6c255601588432b995d8f9ffa01b618,Clarkesville Library,
95ef3922bcff462ab3028e389d93d7c0,Chowan University,
bb6d0b4580024a3a802dfa0cc8707de5,Charlotte Mecklenburg Library,
fbea4d143c234bd9b0a10da4275d06cd,Campbell University,
af9115d0b2ea4d9da19b8ea3c51c1f55,Carrollton Public Library,
643bfb575e424ea3b0fe438d19674beb,Central Piedmont Community College,
c7b9c4bc9d614c10af224ce273143c16,California Historical Society,
f4838804ed89418c9955b07929c8d1b6,Carolinas Aviation Museum,
07d5e1aa36e94be78b9c5bcb2896de1b,Chapel Hill Historical Society,
74b4a112fb2143c7822ae2ecf5d9292b,Camden Public Library,
3c00dd32214140ed824d85ac3a417724,Catawba County Library,
174ddf15c3ea40cf9a796ce262e5ef2c,Center for Jewish History,
3ea132027a144686be12f1c07ee19f84,Bowie Public Library,
638bc88ed32f4fd6bad47243a4cec0a3,Brevard Music Center,
6cd096ec58d8455f8a907ba85867df19,Boyce Ditto Public Library,
c446d1482af04b7ea20e45ef9c4d0d87,Cabarrus County Public Library,
35bd704c268b441bb0add00f058d5fbc,Braswell Memorial Library,
87f648bd48e84afa90d0bffea43a5c5d,Calhoun-Gordon County Library,
0f2c3aeb5c6042198b88f430cd16ca62,Bowdoin College Museum of Art,
406b7121af4446ee819689b9806cf3a6,Brooklyn Museum,
dd544df3a0924777a95b1177d3c1497d,Burke County Public Library,
a5b10b80e3fe40939028c0d369235d8d,Brevard College,
4f5404c6de9f4d2491ed98cc94ad60e6,Bennett College,
04cecfa1cefd4c18a242833d77fd04c9,Boston Public Library,
0ec7ab0e9c404a089777d30eb16e55d2,Boonville Community Public Library,
92ee09c450c44be7a7ac8ebb9adc36f8,Baylor County Free Library,
7b9a101a62754876851da5a896f2edbb,Bicentennial City County Library,
a97a4f569ebe41718d4a40e91c3c48b4,Birmingham Museum of Art,
8566edb861b14f5bb6d39447cf7ae031,Bonham Public Library,
fb09a0bdbfa64091bf0c387672f107a9,Belmont Abbey College,
1d9ae0a941a244afbd2acd7a6fc06fa0,Barton College,
ffd97c1b189b4541b1b2a25eb1fdfaa3,Bastrop Public Library,
05c3225297b54abd991d90b932951d03,Augusta-Richmond County Public Library,
0e5fe9edef544d9f86d83fb1ee9c6ad2,Athens-Clarke County Library,
479a2a878e54474e9e45930429315ebc,Appalachian State University,
e4aa5156cc774231991e9aec6fb73506,Andrews Public Library,
0eb5946410e44b199d3bcc43780fcd72,Atlanta Public Library,
bcdf602d8c544be5936de3d08ac0652d,Archer Public Library,
3868cb27c0834888a2162eeaebbae7e5,Abilene Christian University Library,
e4121eba5f204a03bf48bafe4d885513,Abilene Public Library,
8eb32bbba40840369affb935e34765a4,Abilene Library Consortium,
b15e3df05c40483faefdc012f4532afa,American Numismatic Society,
8957499a55a14c29a6df3811cf2dfe67,Alamance County Public Libraries,
be25449204f240499d6146c80f8d5f59,American Aviation Historical Society,
536f4ba99e4d49e7913c3a34e8e4411f,Albright-Knox,
9a2541d0326645319858c8a3af1df788,York Army Museum,
aaffb29b5896470a90c9c9f671e83219,University of Sussex,
997a6a720da5430eababf8b74a816174,University of Manchester,
86cdbf6293de4471aeac91fef99c4f48,University of St Andrews,
3d389086efa94151871507c4b08706b3,University of Exeter Special Collections,
f030e736ae9f471f97ff9aa4afc581ca,University of Dundee Museum Collections,
26bf2c868c7045f89ed16e519668290a,University of York,
e9c1ad9e2d1748328798126284746f38,Victoria and Albert Museum,
c4a4663a307d4acfb06cf3e3b9b3bd98,University of Edinburgh,
7daa31acc5b048caa1eb6ef16cd26967,University of Southampton,
8afe9d3ca8454f6e9c8ac357f619c42b,University of Aberdeen,
e1d43f1c942c422e83139214d461f724,The Tank Museum,
95977b6b356a4e95a018444cb315a7da,The Royal Collection Trust,
511cff5f2dc4499184f129560c1d49a8,The Princess of Wales's Royal Regiment,
d1d7df11101c40108cda2bd5cd1f8370,University of Cardiff Special Collections and Archives,
db49717800ae4d829cb74568c38b7671,Tyne & Wear Archives & Museums,
066bac7a29f4429c8f7cbe234e4112dc,The Ruskin Library and Research Centre,
0bcc990d8ef4432abb1f4b8b94267d17,Trent Art Gallery,
42e9a0eafac14b309b467af42868f8a4,Toynbee Hall,
dcbde82f1fe0455dbe1ffa97a3ae32a9,Thirlestane Castle,
f1a97b51c95f44798c80826486a3a52c,Teignmouth Town Council,
185ce0292d514e878c0ef4226fa8b079,St Peter's College,
21edc92e688c4c04926ac9449779a0c2,The Hepworth Wakefield,
cc13b1a4bbf942919e440cb8d5d52473,Tenby Town Council,
cb80a03933ee4066b28d2d3741f7f388,"The Museum of the Cumbraes, Garrison House",
5dd8dac477364c13bf831f3d399a73ed,Thackray Museum of Medicine,
4092b27144774d7d9e2a75cc669aa1cb,The National Archives,
3d1d740c19ee4610a38c7b541a85aab9,The Laurels,
3e37e6ea62524804b03718bf5550040f,The Amelia,
fd639ac3f1ef45bc9baaa75558acdf0a,The New Art Gallery Walsall,
eb6d0e2c594e4c818910c304cd554ae1,Royal Hampshire Regiment Museum,
9f7d1a52571d4cfd845b02c389b51994,Scottish Maritime Museum,
ad5388fbfb63433aa510cb0e84979059,Royal Watercolour Society,
e9802e52bb7042f4976146e2bbaf2c75,"Science Museum, London",
4b6cd0225294474fa3555555c6e2d0f4,"Royal Botanic Gardens, Kew",
667df96373444ee7a49e2c4c0b5941cc,Royal Photographic Society Collection at the Victoria and Albert Museum,
d32540db7da34365b96a08c9a88cbd30,Royston & District Museum & Art Gallery,
c56fc58f34984ed7985972dd485d0250,Royal Pump Room,
75120aef25c4477780fa9ca63b0e7d9c,Newcastle Libraries,
17c3521f91cf4a66a3b73b86366759bd,Northumberland Archives,
47b95200bf5d44a696369ac494ebc9f8,Perth Museums and Galleries,
3493a8e665084f64ad44dfb472994391,Portable Antiquities Scheme,
2301204c17d44b3198aff918ade80453,North Ayrshire Heritage Centre,
bed02c13631a4a329b0d82e9d052ac9b,Public Record Office of Northern Ireland,
cc0d1cf845574df7af3f972b01cc6304,Newham Archives and Local Studies Library,
64b64ff6bd66445492f9d40b0b6e7adf,Portico Library and Gallery,
b89b19d7bb0648609d437c4e6b7f8b71,Newcastle University,
c6500357dfb84bbcad2442529e47a328,Norfolk and Norwich University Hospital,
23c557eb1275454f9869b2d8950046f2,National Galleries of Scotland,
2e3648fe782240919f7ca19e472f16a4,National Library of Scotland,
67356b1d86ed49588b94befadc22bbf4,Mintlaw Discovery Centre,
b64560a5b6544364b29a3e27975eeafe,New College,
c5fe22ba962a46b98252f4ccebf2450b,Middlesbrough Town Hall,
014e1e2868fd44cba27693bcdc24f9ab,Newark Town Hall Museum and Art Gallery,
fd6ec59cd4c5497aa39787ef166cdb2b,Museum of Hartlepool,
f3c904e387de4f4882d8d51c8157a573,National Science and Media Museum,
524c4defc4414599a3b949da4e31091c,National Brewery Heritage Trust,
415709c45a21451391a9cedca36f21a2,"Llyfrgell Genedlaethol Cymru, National Library of Wales",
64c670a23e3a42d09a044a0a04686666,"LSE Library, The British Library of Political and Economic Science",
9a0834458155411d960e41397ac137e2,Mary Rose Trust,
e11bb783c9974f82a0f52b1d5d3aacb5,Jerwood Collection,
15cd8532b592419cb8bff544d000459a,Maldon Moot Hall,
765903b0fe5c4f20ae36b7b119520f11,Lewes Town Hall,
e88fda731ed8402fb1340c8841b23e42,Laurence Sterne Trust at Shandy Hall,
9ba15b6e96cb40dbbb9eace79cb1ac53,Jerwood Library of the Performing Arts,
43980fcdda9a4d30b4ead67ec44c1ac6,London School of Hygiene & Tropical Medicine,
21ba9f7d389148358ed05dd9a6830f88,Imperial War Museums,
c86428bc0ee14dd8bd0a001a83268d37,Herbert Art Gallery and Museum,
7112fd1db169405d945395958eb1663b,Harris Manchester College,
26ebb956392246af82e6fb5c66a6794c,ICE Scotland Museum (Institution of Civil Engineers),
c505321184234d1989bcd3ada03036cf,Historic Scotland,
551e5e254c4c42e2b6ac97abae31b721,Horniman Museum and Gardens,
4db0c805398542b89d5948a64673b097,Greater Manchester Record Office,
a5535625b7f246fc90833b9794bf2285,Fraserburgh Library,
b298a473ec934c96aae1b45f9d1a44d2,Hastings Library,
b753b3b5ad214cd2b231c88a102be6f2,Fraserburgh Town House,
8a47269729e54d339174afd9a2154feb,Holmesdale Natural History Club,
fb2f77ee22b1429d8c53411d22b284ca,Fitzwilliam Museum,
4f783870521c4a98b062ffc626a541b8,Doncaster Mansion House,
8f2557e029d64e998a86cfb7d313d0c0,"Danum Gallery, Library and Museum",
82b07e15519d4d9fb54d7e497a9225fa,Eden Camp Modern History Theme Museum,
8789e319fc744719a28fdcaf2a172990,Cusworth Hall Museum and Park,
b2cd8212ae53405d8ee2f1e3059fbbf0,Dorman Museum,
92b6ebf70e634a6aa30fb60cfcc149f6,East Riding Archives,
210bcc162df141d89a1dc96301f6ab20,Cricklade Town Hall,
436e2bfdf89e4f95ae4b63e64198f9d3,Coventry Council House,
7d8ee509445a42178eb43ff7e90a0dc0,Dereham Assembly Rooms,
9d98aabbb6e841b0ae329d698685d3a1,Captain Cook Birthplace Museum,
684c6d0e7c7a4832b3d25c2156174bea,Brackley Town Hall,
a40ace62d7db4a87b7baa0998f404531,Braemar Castle,
5004a1035ccb4c4f8c5b0521cc9e01cb,Buxton Museum & Art Gallery,
93d2f223781944d8a56c839afbc39a9b,Bitton House,
3fc151e1f5304abeb780f23be59e4594,Carisbrooke Castle Museum,
4f17df4615e142e1acc5e3ad41c68eb6,Beith Library,
2d5e6ae2373842c59d5064abde383d44,"Aberdeen Archives, Art Gallery and Museums",
94d47c06b315493facbe1ab5f0bd3a5b,Archaeology Data Service,
d6d057e780a5459a9264573b7545e99a,2Culture Associates,
2fc21feea3c94505aa8667e29e6ed243,Bath Postal Museum,
d4ea2904571949fd92c693d12d5ec291,Banchory Museum,
08aa903b37b64986ba49c3f2444636e9,Banff Museum,
ff60962f7a7c44c1a63a39e4b5484069,"Arbuthnot Museum, Peterhead",
858c613cc2754427b5f9a25642d9baa8,Aberdeen Maritime Museum,
e3e4a4b9cf4d438a8547868683fe268f,Ashwell Village Museum,
7b572d849bb442e2bb3931a551bb1328,Aberdeen City Council Collection,
d84211ab0cb34032abd5df7daefd9979,SALT,
756f7527f32d42d0afe130e241e08d6d,Научно-техническая библиотека,
307c976c1355452c88164b5f1554bdbd,Presidency of The Republic of Turkey (Archive),
7a9306c0573f495fb57158d5944a5865,"Київський політехнічний інститут імені Ігоря Сікорського, Національний технічний університет України",
d83b0a62f9cd496aa2b89a07a891fd21,"Державному політехнічному музеї, Національний технічний університет України",
f56f258aa7cc485ea54f49f7c61fd607,Центр досліджень визвольного руху,
d648ebaeb2ab46cf915879f7251e5508,Zentralbibliothek Solothurn,
155b71cea7494e539b01287bb59ae134,國立故宮博物院,
5480a58e39c24a5ebd9955b946e952d9,Zentralbibliothek Zürich,
9ae309fd2488473faa95aad5943169bd,"Stadtarchiv und Kläui Bibliothek, Stadt Uster",
68e848e3405a4d839d9f4b060ed4b15d,Schweizerischen Nationalbibliothek,
7a9da3cf478c4513ba4b471e76224aaa,Stadtarchiv Baden,
46b17dfe1ec1451d8ad9a24b0ff245ed,Rousseau Online (infoclio.ch),
f4ce75d9edb04892a01db104994a813d,SBB Historic – Stiftung Historisches Erbe der SBB,
974bf2b200084a33b48a726d91f86927,Schweizerische Stiftung Public Domain,
92fded337f9e46eabf9bcc95d70606f6,Schweizerisches Bundesarchiv,
8093a5a188b94a3c836fb8d5cffff006,Universitätsbibliothek Basel,
addde769e1814b87b6e8c8f9a0573384,Thomas-Mann-Archiv (ETH-Bibliothek Zürich),
e8ba94afda854aa6881725ca9bb234e7,Schweizerisches Nationalmuseum ,
7f27fb02322940a8894adabc2045cd66,Kunstmuseum Appenzell,
3979cac904d34308a734c78afa65851e,Kooperationinitiative Museen Baselland,
c507880541af4fc29d1008a423aa35a5,Musée Guérien,
fb8734e961d1405b9db6a0d5f22dbf06,Musée de la Chaussure,
e895a771b6af4a03b7124aa615af47b1,"Kathryn and Shelby Cullom Davis Library (Graduate Institute, Geneva)",
b285e55f56344154bdb1cc3ea458689e,Neuchâtel Herbarium (Université de Neuchâtel),
fd157931f59e4347a2a4e47b536e8020,Institut universitaire d'histoire de la médecine et de la santé publique,
53f26426447142db889d58a18f1b0d24,Kunstmuseum Basel,
d87b8a25ef554d80a248a6d3b05ad81b,Max Frisch-Archiv (ETH-Bibliothek Zürich),
974fbceddc0b4cb5bd6494f773aeb946,Archiv Ortsgeschichte Wetzikon,
894f9498499c4bf2b03e11c4972865eb,École Polytechnique Fédérale de Lausanne (Musée Bolo),
264eafc5db8c4c8a82461729eb20c4f2,"Bildarchiv der ETH-Bibliothek, ETH Zürich",
60647c87e7dc44a286aa0a5f308a3b34,"Hochschularchiv der ETH Zürich, ETH-Bibliothek",
325616d57bfc413b8d7220908953e948,Historisches Museum Basel,
3e202fcdcd5c42748658534c09bf201c,Bibliothèque du Genève,
b56579cf1d184f1eb542ac32cd9bcd3c,Archives Cantonales Jurassiennes,
2b9e56ce0d094a9aa715a4ffd1989731,Bibliothek Zug,
24bce96848734243b3eccffa2df7dad3,Bildarchiv des Schweizerischen Arbeiterhilfswerks (SAH),
44b90e9524f9428c80cf35cbce9446e4,Archives Cantonales Vaudoises,
1f78b9e1b73847d4b3c84751d495d3a9,Västmanlands läns museum,
a71d44515ed74d00887e90f67299fea4,Uppsala universitetsbibliotek,
59961303afa344b6a71f60c40899e4e4,Värmlands Museum,
b792229e7e304eff8dae8b53c02defd5,Vasamuseet,
d5e71ab08a614e7bb604903dd48df46b,Värmdö kommun,
dbb23cdd8ffd42969060dc3e6dcd6d76,Världskulturmuseet,
7cbb587794c04b4bafc91ce2e236601f,Vänersborgs museum,
51d35e5a9e4a409cbeb270945c4f90fa,Västergötlands museum,
f5874666df844273ba43e1596a72e446,Upplandsmuseet,
5bdee2ee7f614f938241b2c529312a9f,Vetlanda museum,
e2508e78760347c7aba4afc8685fa6af,"Universitetsbiblioteket, Lunds universitet",
2c7e5c8d384d4d498af3ff6669688c45,Statens maritima museer,
295ce03c010547268b71c418984008b6,Trelleborgs museum,
7310506569084c59948dc91d802661ae,Sundsvalls museum,
d72ff4ce7e8743acac32b2d18f56356f,Spårvägsmuseet,
943aabf26bf14b2da0016ab6ca6fe526,Thielska Galleriet,
0bb1fa342bc54f9f8805efb88109e6df,Teleseum,
2163ea4b69ce4d2499403399c50702db,Stadsmuseet i Stockholm,
64762dca5b5a44f19a9961f026484527,Tekniska museet,
02285bfe442a4669a6e6fd15974e4fa3,Sörmlands Museum,
e650b44f07e346c0900f7ddbd710fb84,Östergötlands museum,
3511438cbf1e4cb091c9a699f3d750ca,Riksantikvarieämbetet,
d94291fc33ec4309a66f26943c1652fa,Regionarkivet för Västra Götalandsregionen och Göteborgs Stad,
c89bb22cf7e641359d37dca5266c0194,Postmuseum,
9d4d3ba15fee407c856125c37cefaa17,Riksarkivet,
29a52efad97b42298f5e5f2796a40308,Sjöhistoriska museet,
c008f1ad358d462a80f189acffb80c64,Snus- och Tändsticksmuseum,
ac8414344e7449a5876820ed6a400657,Skansen,
5f497457f370452fa559b66bd452ea1e,Österlens museum,
39a6118c9de74baf94d1e2005e272902,Nordiska museet,
373c0cd814e7421ca67923158599b66d,Medelhavsmuseet,
0fb5b2985e3a429ea5c7c263b4618b76,Miliseum,
dcde902665f04098a01cc705ad59e487,Östasiatiska museet,
76ba5bcdba654d6c966ca19885e5c88a,Örebro läns museum,
7bd2920702aa4fe69968630e38ee0afc,Norrbottens museum,
97a9f512baa44a9d902f2629fa25be70,Mölndals stadsmuseum,
f22af131cb3f4fb9be8d549be8182fab,Marinmuseum,
acb0861e98244db2be473faa29971c91,Litografiska Museet,
4338c6b9453d4844973d6423af6a1f8d,Malmö Museer,
bfee77afc55741f68aa644d8f4a5d4d4,Kalmar läns museum,
8ef24914371e46109f83a1faa2da68c7,Köpings museum,
a89e86b8581e448096262d547aac24ec,Kulturparken Småland,
e378ceb705eb42dd9d26279668993106,Karlsborgs Fästningsmuseum,
ed247f5a236f49c2b92f45e123807678,Kungliga biblioteket,
f667181661d94afd8a31861af284c63b,Länsmuseet Gävleborg,
18ff40cbf2b84684ac67ce262dddd256,Kulturmagasinet,
7c254656fa7d44a0adee502543b07e75,"Institutionen för naturgeografi, Stockholms universitet",
cbfab08575154e2b89b0b5a4aa926d44,Jamtli,
0bdef9821ef54c6dade0d56a62998775,Hemslöjden,
35421a5c2fde49d099d7dcd6ec781c62,Hälsinglands Museum,
b07094148430480f8018bb7ec4a9b1b7,Jönköpings läns museum,
5e10828c2e8f45ed8361faa2cff9c78d,Järnvägsmuseet,
c93518801ad844958ee3cd41f172342c,Historiska museet,
bb1dfad35eed44fa8ec59f6aabbb4d7e,Hallands kulturhistoriska museum,
a647572667df4114bd7673027eaab96d,Gustavianum,
b78146d8c46547d6b05ca2ea6f87d5b2,"Folklivsarkivet med Skånes musiksamlingar, Lunds universitet",
1b3fd73358dc451eaa507f65749ca975,Göteborgs stadsmuseum,
3fa7cb786a6540e5a9169cf3e5538a0e,Eskilstuna kommun,
9dcb51bc28a64fd599d5977f985ac591,Falbygdens museum,
78a21b47160c452581d2b311baf32ac5,Etnografiska museet,
68a0da2de65f425584502570e7f1ac1d,Flygvapenmuseum,
dc781c65a1f940cd94053259e6751bba,Gotlands Försvarsmuseum,
c97ef32f7a14420ea2564d9e62501188,Grenna museum,
90c71d6d192c4b16ac47b382c406a787,Föreningsarkivet i Sydvästra Götaland,
8f22c3984bbf4bcc88b71a67282666e8,Göteborgs naturhistoriska museum,
806638f6ac274e08bf6e7466dece2dc1,Bild Linköping,
e9e43bf27efe443faff4548cd2e68f8e,Bohusläns museum,
f081d472466f44f2a2d3413062809261,Arboga kommuns fotoarkiv,
c0e534c7520042b49ecc436a6c0cafcf,Burlövs kommun,
bf3197c139404149bbe25808d0b95297,Armémuseum,
935a60fb40be45b8ba815a91592ecca6,Dalarnas museum,
9431dca60d3c42ba834c1c7a75252ada,ArkDes,
6911973510014c3fa43129e8cc088ff7,Arsenalen,
0c3f235998f74950a7eed33b879082df,Enköpings museum,
6d579cf5cee847da8542deb3e3ab2b0f,Blekinge museum,
2da81314ebbd4a4aa4bd1403d47f3d76,Universidade de Santiago de Compostela,
cdde8b1e60c74d778e17968dc916e894,Repositorio Institucional de la Universidad de Oviedo,
85103d8d1d464d43b41c5bd99b9c6616,Universidad Politécnica de Valencia,
0026819d8ca04fef9db6811f7bd01920,"Ájtte, Svenskt Fjäll- och Samemuseum",
bedf0b118bdb444aba76ae5b8f660db7,"Regira, Repositori Cooperatiu de la Diputació de Girona",
4c81d9aa6c464f56999178b7064b6684,Repositorio Institucional del Banco de España,
85813ceba5754281b729680b879ec1da,Arbetets museum,
65802bc6ea0a4de4a8d5135f84d50a34,Repositorio de Objetos de Docencia e Investigación de la Universidad de Cádiz,
29c37c2c381c4408ab2ee3d94475589f,Repositorio Documental de la Universidad de Valladolid,
7ec93ec5899b42a393615bb2cc6b7d85,"Universitat de Barcelona, Biblioteca Patrimonial Digital",
ca2fef471f854c6e80d2ad2b34be63d4,Museo de Historia de Madrid,
776e915f0b7945388190bcd9b40e8f0d,Museus de Sitges,
ce9aa7bfc95849c290458e888a69359a,Museo Sorolla,
0fae6dd1ba2e4f42a4e020ac3c7bb202,Museo del Traje,
9f8a569d43c947e9a9068d745f3e9c0d,Museo do Pobo Galego,
8decb6f455a5479091a5fa7d77354f6b,Museo Nacional de Cerámica y Artes Suntuarias González Martí,
7de2e76224f44a01a95d2bbeed7272c5,Real Academia de Jurisprudencia y Legislación,
45a069ab88d24ffa905df2a11b714a5b,Museu Frederic Marès,
2817152e677d4abc9a9fa3e78bfd07cb,Museo del Romanticismo,
3ca1aaac279f4e098220bc3bf7b6397d,Real Academia Galega,
536ad18bd34c4810984433c6b3536305,Museo de Arte Africano Arellano Alonso,
ed3c58fc22994a3887460f1fe8314306,Fundación Penzol,
7b8fa48af93f4086a04b39197584f279,Filmoteca Española,
36283904e59e4d068eefe18a0feaad73,Fundación Ignacio Larramendi,
90aba9759b5143a797494709dcfbf4f7,Institut Ramon Llull,
c4b9b6bb3e514f50b35e3048fe1c67ac,Fundación Joaquín Díaz,
0fc86358ea204160962137ecff1de7b3,Liburuklik,
19e95aa4421345b2a6afbc9a74c6a65c,Institut Cartogràfic i Geològic de Catalunya,
31bc895a45ea43c8ae37a1b4f0093dfe,Fundación Francisco Giner de los Ríos,
05d7fafd8b0d416c9f2f30f77fece53d,Fundación Sancho El Sabio,
9fd368d4692543e4b3461aa7a1df546d,Biblioteca Valenciana Digital,
1e43f6c34313481cb73502ca020749af,Ciconia: Biblioteca Digital del Patrimonio Cultural de Extremadura,
7631aa369f6243dca8511b49e8b10d5e,Biblioteca Virtual de la Real Academia Nacional de Farmacia,
d5b94884699d4da1a245de0025e1bb2b,Biblioteca Virtual de Asturias,
ac241662212b43eebb0da90f3f7aa9ee,Biblioteca Virtual de la Provincia de Málaga,
99730d55be5643b39c2a7166b97b0feb,Biblioteca Virtual de Andalucía,
53956b07d9be4a80b0895efb4f52323e,Biblioteca Pública de Lugo,
e89c0d83b5194ceba30436d2c0ea51e3,Biblioteca Virtual del Patrimonio Bibliográfico,
7e5879d99ac14e56911f714dd75078cc,"Biblioteca Pública de Pontevedra ""Antonio Odriozola""",
90d31a2fead64d8b8c252dd0994153ec,Filmoteca de Catalunya,
c30cbd741a70403383dfdd2557965edb,Biblioteca Museu Víctor Balaguer,
e8f722865f6d40ac80e7926c2875cf5c,Biblioteca de Galicia,
9ad260de899343909df77c341004c4ad,Biblioteca Digital de Castilla y León,
4ce60e4979fe424f9f4f7de86707cddc,Biblioteca Dixital de Galicia,
503e51cfce394df282abbcab0313ae9b,Biblioteca Municipal de Estudos Locais,
aba7069ba69e4245b78cb1c5badd9f03,Biblioteca da Escola Municipal de Artes e Oficios – Vigo,
450db06d7f294ff1a4b325d28256d531,Biblioteca Digital Real Academia de la Historia,
e54d7fae17e241f9b29e77bf3ce9e6d3,Biblioteca do Mosteiro de Poio,
284edd06061b4b259c8ac9b6db162e84,Biblioteca do Museo de Pontevedra,
ae6a30a360a94827881030c5af5985f7,Biblioteca da Deputación de Ourense,
1f69b390ad1b4b47902f5695602f55cc,Turistično društvo Vurberk,
7ca700c96bbc4290b07e5861b3b2289d,Ajuntament de Girona,
363adafa34a44685af831fec2090107d,Agència Catalana del Patrimoni Cultural,
adec50268c434ca4b2c0c7f1639518b2,Slovenski glasbenoinformacijski center,
a717f3d2dfe94ffaa04ab68e5ecc46af,Archivo de la Diputación Provincial de Badajoz,
6b4514adc44b4136a8acb591e2f0ea6f,Arxiu fotografic de Barcelona,
1510df203af849c5b4324ac559e9a436,Biblioteca Central Capuchinos de España,
5e35b239f8904df4928299568fd594fd,Vzhodnoazijske zbirke v Sloveniji ,
45a5a1c1c62e4fe6beeb575cd31b90f2,Ajuntament de Barcelona,
0578e1df46af45b5ad0d7f30ede3ae49,Osrednja knjižnica Celje,
0f58d93d0e8a4cc8b28a275ee310e291,Slovenská národná knižnica,
50e8c4f28fe144f0a91d4c9f47f5e7b2,Osrednja knjižnica Srečka Vilharja Koper,
44eff3f762f14975a6543c5e33c4695f,"Narodna galerija, Ljubljana",
c3da61c5566044c48eeff1d018655719,Pokrajinska in študijska knjižnica Murska Sobota,
85ad31199e36436dabc261408b3b393e,Narodna in univerzitetna knjižnica,
3868c111c924483a9f1138c7168fdf33,Slovenská akadémia vied,
f67b8c4209ca441dbfbe76dd8b21f1d1,Slovenski etnografski muzej,
66081e7d6dd14328a719be97269146d9,Muzej in Galerije Mesta Ljubljane,
8f5eeb27dd60428da815b0248367d941,"Moderna galerija, Ljubljana",
feb5e7aa778d41898fbe1379e9e79fa6,AD&D 4D Asociación para la Documentación y Divulgación 4D ,
0b448a3afd3f43229132219ffe5856b9,Koroška osrednja knjižnica dr. Franca Sušnika,
80e6f207521640c590b85bff4464066f,Oravská galéria,
19070bc5dcc842ce93461023ae0f0023,Goriška knjižnica Franceta Bevka,
