"entry_id","institution","open_data_platform","open_data_volume"
"212vwL0UurWwWJtEPNtV5Q","Museum für Naturkunde Berlin","Europeana","4"
"47sN7kM1nKurmCIjeogKrG","Museum der Universität Tübingen MUT","Coding Da Vinci","2,296"
"58ZytH5zt2INx96G1taQZG","Museum für Kunst und Gewerbe Hamburg","Own website","17,662"
"1DXRzhqqHBUTUDygJ9taXr","Museum für Kommunikation Nürnberg, Museumsstiftung Post und Telekommunikation","Coding Da Vinci","111"
"1UX7aUhi2T8Vfb8hnhLQyR","Museum Natur und Mensch","Own website","296"
"1O5erhlszTV8VUrjTv20o2","Museumsstiftung Post und Telekommunikation","Coding Da Vinci","0"
"3R0tkwOBqqebjEwT2Kkpqx","Museum Schloss Fürstenberg","Coding Da Vinci","377"
"17aj8QRPL48fyoiasWFUjc","Niedersächsisches Landesarchiv","Coding Da Vinci","615"
"5RErzZKGM7xfXSRcIv6J8A","Niedersächsische Staats- und Universitätsbibliothek Göttingen","German Digital Library","672,846"
"1ZKoTjND1H5v9sz1WmmzZ7","Museum Hameln","Coding Da Vinci","177"
"15f0acS5ILOygSK882qpkm","Museum Schloss Moritzburg Zeitz ","Europeana","2"
"4tDhfpCIvGwVqFyN6NUBjw","Museum Schloss Herzberg","Coding Da Vinci","184"
"6cNhsypkJ84joMz12Xu3p5","Niedersächsisches Landesamt für Denkmalpflege","Coding Da Vinci","15,000"
"gCL3CMtU4gv2FtosE9Gal","Museumsdorf Cloppenburg – Niedersächsisches Freilichtmuseum","Wikimedia Commons","299"
"2wLOHr5Mu5Gqv0ef2T7dwO","Staatsbibliothek zu Berlin","German Digital Library","890,929"
"3SVnNMv1tZgJzU2dEQfpEs","Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky","Europeana","128,871"
"5Q5viDFfhhCdXIoZNqX4iY","Staatsbibliothek zu Berlin","Own website","220,014"
"4101ldBXq6q1ilWxsVCh6t","Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden (SLUB)","Coding Da Vinci","100"
"7BGKBsWwRViyyJ7QsIzT86","Staatliche Kunsthalle Karlsruhe","Own website","10,475"
"5qIuhddL3AhHa5ouXOqSX9","Rechnermuseum der GWDG","Coding Da Vinci","100"
"54YwAbRr5IBmF6lb4katxV","Sammlung Frauenstift Gandersheim","Coding Da Vinci","60"
"3JoFMmpNwJq5LpNeqmVF9K","Rheinische Friedrich-Wilhelms-Universität Bonn","German Digital Library","392,734"
"1PnnQrnCZZCb3447jTLFJC","Oberharzer Bergwerksmuseum","Coding Da Vinci","52"
"10UFkYvsJRp5OUuAnp2d9E","Schulmuseum Bremen","Coding Da Vinci","50"
"6ohJUSFksxYdmNTq6JTHFI","Staatliche Kunstsammlungen Dresden","Coding Da Vinci","12,000"
"3JBWetdWai5rJlGM9oGnGW","Stadtarchiv Hannover","Coding Da Vinci","50"
"15TwxOQF2sDbl6FjOc3wSK","Stadtarchiv Verden (Aller)","Coding Da Vinci","0"
"1rLUvfYpRQEjgkMBjrtDVX","Stadtarchiv Darmstadt","Flickr","204"
"79uVhqoEpcHhl3U6zQR1JI","Stadtarchiv Stuttgart","Coding Da Vinci","832"
"2zRi2WA00zHNNnwdSt1N5Y","Stadtarchiv Linz am Rhein","Flickr","2,732"
"7lco242EJyL9DadQlr3p2d","Stadtarchiv Lüneburg","Wikimedia Commons","339"
"5nM9uLumEg7MHfu1ciHR4y","Stadtarchiv Kerpen","Own website","6,345"
"6LZduEfyJkxdCrrelfqBNk","Städtische Galerie im Lenbachhaus","Own website","20,234"
"7l2cd94WG7sXY1ivz1Shsp","Städel Museum","Coding Da Vinci","0"
"7cMHvP5yyYnj4H79YhuF5g","Stadtarchiv Speyer","Coding Da Vinci","5,000"
"62jY8OcrYS8CkwBWZcnXnc","Städel Museum","Own website","1,027"
"3c45jR2RLip4QKZRlPExl6","Stiftung Stadtmuseum Berlin","German Digital Library","5,544"
"3Uyq7SknGcggnSADYiqgIA","Stadtmuseum Deggendorf","Coding Da Vinci","140"
"5Hnmhh9Cl4vTd50i3kQ9Tg","Stadtmuseum Landsberg am Lech","Coding Da Vinci","168"
"1Xz0JT5kbA6XjeZdKdfIGY","Stiftung Schloss Friedenstein","Coding Da Vinci","0"
"3l4r7xcWqpP40bMnfch91c","Stiftung Haus der Geschichte der Bundesrepublik Deutschland","Flickr","165"
"5FkPqB5TdtMx1XrJABes7n","Stiftung Kraftwerk Hirschfelde","Europeana","11,139"
"83oSaAdiw9flJ9evy4gp9","Südsee-Sammlung und Historisches Museum Obergünzburg","Coding Da Vinci","181"
"1ecizHx6lyk7hbni1jfcuj","Stadtmuseum Tübingen","Coding Da Vinci","136"
"428sb8zf8uCDtvthipOgxx","Stadtmuseum Einbeck","Coding Da Vinci","98"
"5wDfRqlyOkEhExF0HtcWFl","Stiftung Berliner Mauer","Own website","1,000"
"6ebH8cOGXYh0eQ3zndIl3g","Universitäts- und Landesbibliothek Darmstadt","Coding Da Vinci","0"
"5jAnQTOyG9UOQmBkkbz8BO","Universität Leipzig, Humboldt Lehrstuhl für Digital Humanities","Coding Da Vinci","0"
"3X6zwBI9ubQAxcntVM4a8x","Universitäts- und Landesbibliothek Sachsen-Anhalt","German Digital Library","331,175"
"7CTImQ3gGVZnElhve86neS","Universität zu Köln","German Digital Library","16,474"
"50N0geQU0XMGjDdapNHECg","Überseemuseum","Coding Da Vinci","828"
"2Ebyxm9ub7CEWsCDLCfsaM","Transmediale","Europeana","92"
"2Ybotbe4RCECBfnTGwQ8eM","Technische Universität Berlin","German Digital Library","149,223"
"1vGaIGzWRucqOPe5BCAaSx","Technische Sammlungen Dresden","Aggregator","93"
"3pI9Diao6alJSrAf3HTiJA","Technische Sammlungen Dresden","Europeana","93"
"2S2qyjlHGtZK5vWrYiaaPB","Thüringer Universitäts- und Landesbibliothek Jena","Own website","50,796"
"1aBkyrELWnYeQPjRmLEHZu","TECHNOSEUM Landesmuseum für Technik und Arbeit in Mannheim","Europeana","7,110"
"1SDNaoBdFYUNDkooHYhoDY","Universitätsbibliothek Heidelberg","Own website","0"
"44BjynUyLaXLkdPJ4XjVt2","Universitätsbibliothek Heidelberg","Europeana","79,563"
"6H6vLcEwNgtKUCrllUQVYs","Universitätsbibliothek Freiberg","German Digital Library","35,092"
"3GlH30viFpVsHaBbzHKaDT","Universitätsbibliothek der Ludwig-Maximilians-Universität München","Coding Da Vinci","2,057"
"4CXZApWd37VxiJOeefX3uW","Universitätsbibliothek Chemnitz","Coding Da Vinci","0"
"4dba6XOyqjpiQ33kUZuDoD","Universitätsbibliothek Leipzig","Coding Da Vinci","28,000"
"57zjzTVAt5zSSf0T8KuP3t","Universitätsbibliothek Johann Christian Senckenberg","German Digital Library","13,535"
"7EZw3uSn7KYA7STrYcaaJd","Universitätsbibliothek Kassel – Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel","Europeana","2,572"
"nNwE5IuBM0Ej6DaltXCAC","Veikkos-­archiv","Wikimedia Commons","43,480"
"7yicmAfiSr3iePDn8NJLyR","Universitätsbibliothek FAU Erlangen-Nürnberg","Coding Da Vinci","2,714"
"4heOOUofoWT7tbnYP5tA7C","Universitätsbibliothek Stuttgart","Coding Da Vinci","550"
"71lsL1Wo8Ki0e2r06Mvc1R","Verbundkatalog Kalliope","Europeana","4,662"
"5uxVBTD38ennB1gzVdip8J","Weltkulturen Museum","Coding Da Vinci","0"
"1ZGbJDS0oKoSQlKOnsAD4A","Wendland-Archiv","Coding Da Vinci","119"
"6WK1PSgdH22rgo4SsWL6Ap","Zentral- und Landesbibliothek Berlin","German Digital Library","141,380"
"5RgiPOP78uhzZNgw5b2n75","Volkskunde- und Freilichtmuseum Roscheider Hof","Own website","4,902"
"114p5mM7h5mVfpXk6yEuqu","Wegemuseum Wusterhausen","Own website","79"
"3YgmV17Y9moc16cMnXCkqY","Wilhelm Busch – Deutsches Museum für Karikatur und Zeichenkunst","Own website","500"
"3sVw468n0l86eiBfaBp2se","Zentralinstitut für Kunstgeschichte","Coding Da Vinci","107"
"7jRwf62jkDwIjGpLGkM2ON","Zeppelin Museum Friedrichshafen","Coding Da Vinci","47"
"4r6KPVazGTRfw8PfsNAOac","Verwaltungsinformationszentrum des Bezirksamtes Charlottenburg­ - Wilmersdorf von Berlin","Coding Da Vinci","0"
"5mrZmz4dsZ6cETw9U7wZYR","Ίδρυμα Βαρώνου Μιχαήλ Τοσίτσα","Europeana","1,203"
"yAFo2OIFI3G6beDKiGLQG","Αποθετήριο Δήμου Τριπόλεως ","Aggregator","243"
"2jGaYaihlmXMWbJMlVqN63","Ινστιτούτο Πληροφορικής - Ίδρυμα Τεχνολογίας και 'Έρευνας ","Europeana","66"
"2jrxCRnDGdm0QZKOyQZP2x","Αρχείο Καβάφη","Own website","250"
"3hVaSBLEGbdM43CltVyU1a","Γενικά Αρχεία Κράτους, Αρχεία Νομού Ροδόπης","Wikimedia Commons","60"
"7FNpLDV7PI3hWKdZIFKltK","Αποθετήριο Δήμου Χαϊδαρίου","Aggregator","335"
"oPO6HQ1X0mS2yAxpTA2YG","Ελληνικό Κέντρο Βιοτόπων – Υγροτόπων","Europeana","400"
"1gs29hYorVrUPWwXNJXYiz","Zoologisches Forschungsmuseum Alexander Koenig","Europeana","2,826"
"4EUxmPdNI72XRVR2IQoRf6","Κοινωφελής Επιχείρηση του Δήμου Μάνδρας - Ειδυλλίας","Aggregator","48"
"6zQRFXIRFs3REHlGCBkmVm","Ίδρυμα Αικατερίνης Λασκαρίδη","Europeana","2,595"
"2pStxQajIP4adAIuD3jLTu","Φιλολογικός σύλλογος Παρνασσός","Aggregator","513"
"48QuRaBEZCalnSxzsFe5gF","Λαογραφικό Μουσείο Μετσόβου","Aggregator","1,204"
"7oSQprEMOrDKi8MlwqmpjS","Diafilmtörténeti Gyűjtemény","Aggregator","177"
"5oY6QZLK9ZU3D0FrUvEZOa","Μουσείο Μπενάκη","Europeana","202"
"1ungYg2mzPGmPHBvBL9gGf","Ψηφιακό αποθετήριο Ιστορικού και πολιτιστικού αρχείου Στέφανου Κότσιανου""","Aggregator","5,418"
"3LnvRq2KZfhzjUrRN36ff2","Diafilmtörténeti Gyűjtemény","Europeana","177"
"4sFt0m2rLKjV0W6xfho4VD","Csorba Győző Könyvtár","Aggregator","7,741"
"tLk1uJH212YBvaC2SeEGA","Debreceni Egyetem","Aggregator","922"
"2ef6gYyyVG97ZS68pZA8d5","Aggteleki Nemzeti Park Igazgatóság","Europeana","29"
"31ivJJ9oi0JrC6wY8VS7eW","Egységes Magyarországi Izraelita Hitközség","Aggregator","441"
"6MXilCLNJaIDbfXhbDhFxt","Déri Múzeum","Aggregator","1,908"
"6BhXeN7dtPIwLmXw3AAx3X","II. Rákóczi Ferenc Megyei Könyvtár","Aggregator","4,068"
"7spoiIUBWqNIdgLKs0jZCW","Fejér György Városi Könyvtár","Aggregator","1,732"
"PIpQkj0GBOIU0xTRLURyr","Fővárosi Szabó Ervin Könyvtár Központi Könyvtár","Aggregator","8,258"
"4AVShfyHDQeBiy0hs411gx","Együd Árpád Kulturális Központ","Europeana","2"
"2xCrk97GTs3LtW8Igntzv5","Hollóházi Porcelánmúzeum","Aggregator","1,922"
"KglxycxCVtDrSI9rmnv2o","Liszt Ferenc Emlékmúzeum és Kutatóközpont","Europeana","1,454"
"6AlXiz7qm8Uc9HnIGndr7h","Liszt Ferenc Emlékmúzeum és Kutatóközpont","Aggregator","1,926"
"1OgHKX5Jmc5exg3AOqKpTC","Fortepan","Europeana","6,413"
"6tiCBmMLOXs5DXl8NC8GWF","Kuny Domokos Megyei Múzeum ","Aggregator","8,962"
"71RkgzUE8od7DLNJADj7SG","Fortepan","Own website","197,884"
"24FHxJtDXEDWZURXhYFg20","Eötvös Loránd Tudományegyetem Egyetemi Könyvtár","Aggregator","7,715"
"f82WkteIyZo7c4QVf9c7I","Evangélikus Országos Gyűjtemény, Budapest","Aggregator","5,080"
"1Zn79U6n7pPrfNj47avsub","Schola Graphidis Művészeti Gyűjtemény","Aggregator","433"
"4lXjTjjzYpQDMUIf7EwB5y","Semmelweis Orvostörténeti Múzeum","Aggregator","1,031"
"5NFb8fwxYgugAp0uOZUMlj","Palotai Klára magángyűjteménye","Aggregator","700"
"1TsuJAg7r3H7xLe3Z9ERjL","Országos Színháztörténeti Múzeum és Intézet","Europeana","6,894"
"YtrhYvmO3ooESTBZIyXMg","Rippl-Rónai Múzeum","Aggregator","14,058"
"3oH3aT8EFeU93ujzecHWnU","Tornyai János Múzeum és Közművelődési Központ","Europeana","7,209"
"56DgRJGNJky1WIT9Nw3FRT","Magyar Kereskedelmi és Vendéglátóipari Múzeum","Europeana","1"
"4re3ntlMD0onh6Bta4QdGS","Palotai Klára magángyűjteménye","Europeana","700"
"GvwfN6YLMqBexeHR4c5YR","Tornyai János Múzeum és Közművelődési Központ","Aggregator","7,229"
"Fz6PXv5dGm8Ft0thslTuI","Országos Rabbiképző-Zsidó Egyetem Könyvtára","Europeana","781"
"4irlAFhKbGokWRa304PYyv","Magyar Ferences Könyvtár és Levéltár","Aggregator","4,746"
"3FFnLfpXkDX1JLuBc6D7r4","Országos Rabbiképző-Zsidó Egyetem Könyvtára","Aggregator","769"
"1GeVjyajWaoJDiXisSTw6k","Ljósmyndasafn Reykjavíkur","Flickr Commons","244"
"A8QdILcZKZdxhhCKFVm1E","Archaeological Museum, Nalanda","Wikimedia Commons","478"
"1TShBufiNhVF03z5Iu7q36","DAG Museums","Flickr","13"
"4lTcq10jGIUJNA3xfOvZBj","Museum Pusat TNI AU Dirgantara Mandala","Wikimedia Commons","128"
"1ABeSXpb0wpKkqDbAhkWOB","Yayasan Sastra Lestari","Wikimedia Commons","989"
"557jQOjQ3ObyhfQqoPQRdZ","Minjastofnun Íslands","Europeana","453"
"6DzfkerVKKOqwPxq4MijVm","Bodhgay Archaeological Museum","Wikimedia Commons","306"
"3v2EirqmSbWOdz8X70iJiU","Museum Uang Sumatera","Wikimedia Commons","1,497"
"gwegLR6cySHgtyy7Hd3Hf","Dewantara Kirti Griya Museum","Wikimedia Commons","1,726"
"Yj8OgH3ZMyboInkKTcB56","Museum Dr. H.C. Oemboe Hina Kapita","Wikimedia Commons","18"
"54OWDhrXn3JK9VgqY6rplF","Balai Bahasa Provinsi Sumatera Barat","Wikimedia Commons","123"
"6R29cVvAQwOpqGSabrWBcN","UNESCO Archives","Wikimedia Commons","6,786"
"3xdkMIHRowWqjUzqjC1yeQ","Internet Archive Book Images","Flickr Commons","5,313,768"
"3tI4bN2s2mT6W1ryYT9laZ","Connected Culture and Natural Heritage in a Northern Environment","Europeana","67"
"4gm9bZGxEQIOv6GYPJCEac","Khalili Collections","Wikimedia Commons","1,700"
"6qUopuuMWrizVjjWKMnoLt","Khalili Collections","Own website","35,000"
"7qMJ7oxaJ0cgu1rj8vZrLE","Glucksman Library","Flickr Commons","343"
"2e4gQ8bjHCqXqOU4V3YhiO","Local Government Management Agency","Europeana","1,959"
"1MIG6BRpkJDDwsxh2sMM48","Biodiversity Heritage Library","Wikimedia Commons","385,688"
"7mnGmthoYXOrvOEVgWyHGf","Biodiversity Heritage Library","Flickr","319,588"
"1C6p4oC13Ksp0eKbVcfrLS","Digital Repository of Ireland","Europeana","2,070"
"4ScMIxFo3Pw87AelCOG1u5","Hunt Museum","Europeana","490"
"1zjoI4zRdD3BugZHl2CeKD","Irish Traditional Music Archive","Europeana","1,585"
"5zA6ruHYsEYiXfLDOYat0A","Hunt Museum","Own website","2,571"
"4NTY5xMS2a4WKbVdd8yJ5y","Archivio Pietro Pensa","Wikimedia Commons","16,173"
"5xOJObRpfdeJdRRwPAbzZZ","Archivi delle arti applicate italiane del XX secolo","Europeana","1,841"
"34o8W63v2BsobfrjSSZimL","Appasseggio","Europeana","1,170"
"3cFkdj6EJSeX9WSAEo4XKn","Accademia delle Scienze di Torino","Wikimedia Commons","1,186"
"4vwdcvGfjQMhhC5fagCed3","National Library of Ireland","Flickr Commons","3,824"
"0lBt2vKZqJDExR7JG207A","Royal Irish Academy","Europeana","119"
"5qc8ICxuAPVwma2U46F3T9","National Gallery of Ireland","Own website","1,900"
"1oyNmH3JuLPZSuzgOajFfO","National Museum of Ireland","Own website","0"
"6tzERd6BMhDZOsrUFahTYR","ספרייה הלאומית ","Europeana","370,991"
"4G3jaahseNV6wgHlmQNaG3","Oireachtas Library & Research Service","Own website","0"
"149uSZsgThbCW6TVLJ0E48","Oireachtas Library & Research Service","Europeana","3,134"
"27gjvkbAAzbVIFg9PHbiZB","Archivio Storico Touring Club Italiano","Wikimedia Commons","1,601"
"7fK59Z7HRbHnzMZA0PF4e2","Civico Museo Insubrico di Storia Naturale","Wikimedia Commons","106"
"4xPfFkU6OdXKKmsoEGH0l6","Consiglio Nazionale delle Ricerche","Europeana","5"
"S6lA4UEwzVk3e83e0ywjg","Biblioteca Digitale Trentina","Own website","0"
"7AAPJTsNRHxpjOLFqZI6yF","Biblioteca Nazionale Centrale di Firenze","Europeana","897"
"7g1FNleS4u5SzdDpe6CfWs","Biblioteca Europea di Informazione e Cultura","Europeana","30,592"
"1KIqitOULc2X5LdgEzhUR5","Archivio Storico Ricordi","Own website","0"
"50PtK6mwjjckyMU0YDTsPB","Dipartimento di Scienze della Vita, Università degli Studi di Trieste","Europeana","101,316"
"33Wu6Oxvz3Pn3ol7ZGPvIw","Dr. Friederich Tessmann Provincial Library","Europeana","114,815"
"5A5uKORBGg8wDKZHCiuzR2","Archivio Storico Ricordi","Wikimedia Commons","1,706"
"6y8FmwWw2VWXNbkwzSlA5j","Biblioteca Nazionale Centrale di Roma","Europeana","1,578"
"6WarnrGxLf6C6lN3P4OuV6","Museo d'arte orientale","Europeana","2,039"
"lqO3rLQI2RXF93VQTIVW2","Istituto Conestabile Piastrelli","Europeana","325"
"XGVI9exPkuadp8ehWJSrG","Galleria Civica di Arte Moderna e Contemporanea","Europeana","29,377"
"3Anby48dPECiZHW8cGOTnm","Museo Nazionale di Matera","Own website","74"
"3uipHmwZXKLEBSUmKKyhv","Fondazione Centro Studi Aldo Capitini","Europeana","860"
"3LcnAsXyGjwYkwGEgHTqBw","Palazzo Madama","Europeana","3,604"
"3WwkGPRdx9gA8DiETdtpOv","Fondazione Torino Musei","Europeana","11,403"
"7GBQ0sqOPl100biT9hCgVa","Nuovo museo archeologico di Ugento","Wikimedia Commons","8"
"4vS5RlSvZhmkMSRIMneWq3","Fondazione Ranieri di Sorbello","Europeana","4,195"
"3zukNw11FV0m1Zcjb4bxme","Museo Egizio, Torino","Own website","4,688"
"qUuPI4t2fidgTE0Mrf9jO","九州国立博物館","Japan Search","2,247"
"7xPAxgTDTmfEeD1w3wxb9O","Politecnico di Milano","Europeana","20"
"4j0h1ME8wQjUUzc7X2SFPV","Università di Trieste","Europeana","101,316"
"3E31rvMEbtF45Ti2kIAlNW","京都国立博物館","Japan Search","7,008"
"6QAfe5pq2LlJoRVkCCK0cY","Promoter Digital Gallery","Own website","0"
"SC8U3a2kPuc2lhsGzHWur","Promoter Digital Gallery","Europeana","1,389"
"2gkNcjkVz6sNnHTyOO7Bo1","国土地理院","Japan Search","31"
"7K6krNxn4wnDYFKea2mkQJ","Raccolte extraeuropee del Castello Sforzesco","Wikimedia Commons","82"
"3vl9LFXyZWDJEND6YfR7Wo","国立国会図書館","Japan Search","523,559"
"HBrxSHo0BpPYTaEAjmgTV","大分市デジタルアーカイブ","Japan Search","1,699"
"3q0ifOQghf0XY7npVUbbld","Università di Bologna","Europeana","1,179"
"6EGkp66tkYsAreytODAdcU","海上保安庁","Japan Search","12,580"
"6r24KqoBQwzawsjqvh75Qn","愛知県美術館","Own website","2,937"
"3t1v5qk9Il5wvc9EhUNnx3","東京国立博物館","Japan Search","27,670"
"38kp2gj7cMHxO65iU8wi5b","Bauskas novadpētniecības un mākslas muzejs","Europeana","144"
"5cyaATb9QvnmJF3xSz1l3d","Jaņa Rozentāla Saldus vēstures un mākslas muzejs","Europeana","132"
"UMtZwBuOUMnEfDGf80VXn","鳥取県立博物館","Japan Search","2,014"
"7ZVWaSZXrQsnfCsQx171S","奈良国立博物館","Japan Search","1,058"
"6dqN7mgXiXwswfuyYHBw4k","東京富士美術館","Japan Search","8"
"72FPruCsRkfrRkLpeuDZ2J","Kuldīgas novada muzejs","Europeana","139"
"6npz1Fcef6shg0jBKRuub7","Aleksandra Pelēča lasītava","Europeana","291"
"2FW2Aj460K0vKFcUHEVUQm","Nacionālā kultūras mantojuma pārvalde","Europeana","743"
"2YRx0sD6ia0g5OI9Sx3CCm","A. Baranausko ir A. Vienuolio-Žukausko memorialinis muziejus","Europeana","406"
"2JJ7zKD2TehHa4WdEmPvty","Latvijas Universitāte","Europeana","2,191"
"3dGeISPUv1MFGLRIbl0U8n","Limbažu muzejs","Europeana","254"
"4sUAijP5F3jq6WKlnJ6Qax","Latvijas Nacionālā bibliotēka","Europeana","92,055"
"5Di8rnJjOp5IXLYignCB7c","Rīgas vēstures un kuģniecības muzejs","Europeana","1,053"
"1qQv4fzHS6urq0faZbI0AI","Alytaus kraštotyros muziejus","Europeana","270"
"3BJCvcUtDCVSdQnKvrk4BR","Latvijas Etnogrāfiskais brīvdabas muzejs","Europeana","169"
"4zAvuLHjYgUuC1e1FBoHQf","Rīgas pilsētas būvvalde","Europeana","592"
"267Ms5Dvd7oGvvCCmroxUT","Latvijas Akadēmiskā bibliotēka","Europeana","112,117"
"5TPDaHB23Jwo4r5hyFvR3v","Antano ir Jono Juškų etninės kultūros muziejus","Europeana","100"
"4xrhiLTBc1b0aVQMbMKWgw","Biržų krašto muziejus „Sėla“","Europeana","53"
"2uzS50Rr1yHSjr2hcwZXzw","Kauno miesto muziejus","Europeana","418"
"1S0JHju9HcdsHe1qoCG1aN","Kupiškio etnografijos muziejus","Europeana","1,005"
"3ArVuGxGVxThRdLlS13EUr","Kretingos muziejus","Europeana","1,157"
"1QnScM67knwElqky7Dl1q5","Lietuvos dailės muziejus","Europeana","1,274"
"6ot2RvqM8XfNIbpTvUhiEX","Lietuvos jūrų muziejus","Europeana","636"
"4IaFgN5o86UuNM33Y7WOHV","Lietuvos švietimo istorijos muziejus","Europeana","164"
"47ikfAS0Tre2Kb6j69fOOD","Kauno IX forto muziejus","Europeana","702"
"39zw9SpmtSJjD5Jy5LSz4b","Lietuvių kalbos institutas","Europeana","20,693"
"1AHef71JYMEBsjwxGf8zcG","Rokiškio krašto muziejus","Europeana","2,479"
"2ANIG1l9AuJFa9YdmsOlZp","Literatūrinis Aleksandro Puškino muziejus","Europeana","268"
"1DIbzrKHNHHNFBSBqOKTeh","Mažosios Lietuvos istorijos muziejus","Europeana","987"
"2V5Ga5AZh8PRpqDIbddMg","Marijos ir Jurgio Šlapelių namas muziejus","Europeana","501"
"5SkzdbPmN1TVB2BQ2uzprM","Nacionalinis Mikalojaus Konstantino Čiurlionio dailės muziejus","Europeana","1,613"
"tvB38NcB6k6dP5fZfjPc5","Panevėžio kraštotyros muziejus","Europeana","261"
"YjupiAdAZaP7c00XQjdGR","Maironio lietuvių literatūros muziejaus","Europeana","1,722"
"4ggAPmsSyip8lLMaE3AghU","Marijampolės kraštotyros muziejus","Europeana","287"
"7aujStWTeKQE7NIP0jaDcF","Rietavo Oginskių kultūros istorijos muziejus","Europeana","2"
"3LXza5ZApUHykEUQQ9u59m","Nalšios muziejus","Europeana","404"
"3uU3RdxDN8iF7AWEeXuukR","Bibliothèque nationale de Luxembourg","Own website","3,000"
"3S5R1cFssiyvb9DdCLcBNC","Šiaulių „Aušros"" muziejus","Europeana","11,929"
"6NPW49WfmejdokUJqj9ODi","Šiaulių apskrities Povilo Višinskio viešoji biblioteka","Europeana","13,593"
"3rDRlLrB2VvCKB022rP2K2","Trakų istorijos muziejus","Europeana","15,814"
"57d8eeTBOBAGTtdw4p3ind","Žemaičių vyskupystės muziejus","Europeana","800"
"6ieUue4x8fi3TgIiu32TrT","Žemaičių muziejus „Alka”","Europeana","1,967"
"51RuCovkIfePbwWJt4lCmc","Vilniaus Gaono žydų istorijos muziejus","Europeana","966"
"5h8aylsiHfcMVmO4iJOntr","Vilniaus universiteto Komunikacijos fakultetas","Europeana","1,004"
"4Pg6AEuCOwQxNOZrCqvJhn","Tauragės krašto muziejus","Europeana","3,994"
"3TJMX5UtKD9puChscj7CIW","Zarasų krašto muziejus","Europeana","878"
"2FuvC8lDtVFfv8sCIzOPrM","Kon-Katidral ta' San Ġwann","Europeana","3"
"5ArcxHmxIg3A040aHHLSkw","Archivo Histórico General del Estado de Sinaloa","Flickr Commons","19,241"
"5CvIkOC41tkOGq9Po8TW0P","Garros Galería","Wikimedia Commons","667"
"1Qnu7vK2teMT0mNtE9qo7M","MUŻA","Europeana","6"
"10GeKkZR86RlyjcOzhv7c9","Museo Soumaya","Wikimedia Commons","437"
"7yC1iUE1pdfxxBZYuzpYdS","Ayuntamiento de Reynosa","Wikimedia Commons","15"
"xyWxEFZnSBEIntUvddaqi","Museo de Arte Popular de la Ciudad de México","Wikimedia Commons","58"
"4IunoZvnAllN1YqTxav9L4","National Library of Malta","Europeana","66"
"uPR11swtTkJmeGNWqiMcx","Museo del Objeto del Objeto","Wikimedia Commons","42"
"3NEMTfdoKL40MbgnSbfszv","Luxembourg Centre for Contemporary and Digital History (C2DH), University of Luxembourg","Europeana","15"
"2vCXJB35QmV9kNIz75t0aw","Erfgoedhuis Zuid-Holland","Wikimedia Commons","276"
"5bT5yt0f3n4ZNGR4SVZy8W","Amsterdam Museum","Own website","110,000"
"OTW9Fe0XMrxAlps6raSUC","Atria","Europeana","1,239"
"1xiSqZqe6Sg27wtKMfXcUe","Erfgoed 's-Hertogenbosch","Europeana","42,387"
"7yRtslsgSaLhISqndbx4ap","De Hollandsche Molen","Europeana","92,102"
"2VoHwmFIHDIxAyJyA11hBi","CollectieGelderland","Aggregator","235,974"
"25dG7Hi3Gt4TGaPZdGlLFj","African Studies Centre Leiden","Wikimedia Commons","6,919"
"lJNUoNHNi8GrklYi96sHG","Nacionalna biblioteka Crne Gore - Đurđe Crnojević","Europeana","78"
"5ppr1MJZdKRHN6wojYMT4B","CODA Apeldoorn","Europeana","40,135"
"3QjaoU0eIy3sBdc2hyRxGh","Bibliotheek der Rijksuniversiteit Leiden","Own website","276,661"
"6K1OBkFxbup22X2b5MTdQ3","Het Nieuwe Instituut","Flickr Commons","908"
"UN8dZiE4oJW1LP3jXy4xg","Gemeentearchief Weert","Europeana","52,388"
"4HUkx9WYtYSptrauQVddL3","Geldersch Landschap & Kasteelen","Europeana","5,699"
"2bTLuz5dufGtTMk0RsMbsE","Groninger Archieven","Own website","122,605"
"5K3MABxh2TrAsxtkWXvyYH","Gooi & Vecht Historisch","Europeana","61,317"
"VbtSMAfeiKfuFsaTWJTuK","Groninger Archieven","Europeana","23"
"6jQpX9TFiDGjpnBjjKugl6","Het Utrechts Archief","Wikimedia Commons","28,965"
"1F3b1ZMrenmmILYx4nS00y","Het Utrechts Archief","Own website","193,551"
"3Jacy86P2zck2Am0tM9UeR","Gemeentearchief Zaanstad","Wikimedia Commons","31"
"29sGFbz54LK8NPClk5E2KC","Gemeentearchief Barneveld","Europeana","705"
"1nQF6fuXhlWXtZO6R25zU6","Het Nederlands Instituut voor Militaire Historie","Wikimedia Commons","3,195"
"645k1fRMOmklVgszdLGXAe","Gemeentearchief Ede","Europeana","19,453"
"5ZQJI8NNWpxpDgp6Sd1q0X","Het Nederlands Instituut voor Militaire Historie","Own website","158,233"
"gBnSLukIrxYTanRBQrdgV","Mauritshuis","Europeana","832"
"CtDpjSw0vg0VFhMvKGNHb","Koninklijke Bibliotheek","Europeana","2,242"
"7CsxzBfb75lmy47B5C5BWv","Institute for Housing and Urban Development Studies","Wikimedia Commons","190"
