"entry_id","institution","open_data_platform","open_data_volume"
"7zx3WC488oBv24856YbMQp","Järvamaa Muuseum","Europeana","16,473"
"6SqfEK2VOAyrkmHUHb1Ghr","Järvamaa Muuseum","Aggregator","0"
"4TzD0KRTNloIvf8NFXFYgE","Karilatsi Vabaõhumuuseum","Aggregator","0"
"3xx5Wp5QlqDX8JYBWQdJ61","Järvakandi Klaasimuuseum","Aggregator","0"
"3EUxLxiTUX3SPt4GLV6A1N","Järvakandi Klaasimuuseum","Europeana","1,251"
"ojQoziygOgmNoNjgi8S3M","Palamuse O. Lutsu Kihelkonnakoolimuuseum","Aggregator","0"
"7M7KFbOCFXOQfNkuuA3RkO","Karilatsi Vabaõhumuuseum","Europeana","4,965"
"3tgnxYWgDjJl0FpJsa8rEv","Pärnu Muuseum","Europeana","26,789"
"19GJXbUf9pTaJVHbtHWczI","Saaremaa muuseum","Europeana","11,427"
"5JKLUGOB2DKMQOK8XfwCsS","Pärnu Muuseum","Aggregator","0"
"5zjkwRvi3EdB6EljOKVVQE","Põltsamaa Muuseum","Europeana","913"
"7MRFmNbLR9Tfo5JbRxptgF","Raudtee- ja sidemuuseum","Aggregator","0"
"78ICaWj8NcoVpabfHe5IwG","Ruhnu muuseum","Wikimedia Commons","21"
"755gBD6vGFvdEsrkdmgmOw","Saaremaa muuseum","Aggregator","0"
"7CorS2ezfeg9GCofrSbisA","Rannarahva Muuseum","Europeana","1,774"
"70MjDLxMCONQ80j7TF05pr","Ruhnu muuseum","Europeana","548"
"pGFpl3QoLvUb4Lx9PC03N","Setomaa Muuseumid","Europeana","1,540"
"3HPo4FOxHL0kLsAuP6XMpa","Põltsamaa Muuseum","Aggregator","0"
"1VjMmFf4nVS0f5Lvo9ea9H","Rahvusarhiiv","Own website","0"
"5de4Cj5yBocDTqo1ceahRT","Raudtee- ja sidemuuseum","Europeana","658"
"1zPe1LtK0WHJ2Uam7k1238","Rahvusarhiiv","Flickr Commons","448"
"dCSqn0Xe9gIe00hsaSPkR","Rannarootsi Muuseum","Europeana","2,616"
"5KslW1oQ61CYQtFlW957LZ","Rannarahva Muuseum","Aggregator","0"
"5HEFDGD0yyZerkpDaowqGi","Setomaa Muuseumid","Aggregator","0"
"4G3EMNHhS3hQGBuPJxhBEa","Rahvusraamatukogu (Digar)","Europeana","90,406"
"76yy8GYHrQqHjcyxg2w0o7","Rahvusraamatukogu (Digar)","Own website","0"
"4igY7OaP7V4kw6YDbSjcAB","Rannarootsi Muuseum","Aggregator","0"
"3e8R7BV53ZUl4yrZYdke3x","Tartu Linnamuuseum","Aggregator","0"
"635fUhQquxuv7vnFJZ1LZ8","Tartu Linnamuuseum","Europeana","4,985"
"22bYjZgo9fpjJXqWFTG6U3","Underi ja Tuglase Kirjanduskeskus","Aggregator","0"
"3eOSP2OE3Jl0E8Z5HyhWPV","Viljandi Muuseum","Wikimedia Commons","39"
"4uF5gEdBGKzTs8q8Gu0fMT","Underi ja Tuglase Kirjanduskeskus","Europeana","11,982"
"47jBEOeDrhAGnsFVLFQYKj","Võrumaa Muuseum","Europeana","2,357"
"52putNfcK0DzQ390sz6T3","Valga Muuseum","Europeana","3,900"
"67Q6nrznqq2VsVqMYqzKtw","Tartu Ülikooli loodusmuuseum","Aggregator","0"
"pOfsBvZQ8EP7G9QYwfF8E","Võrumaa Muuseum","Aggregator","0"
"6RGZrAAqV6orDqJlYmp2w7","Viljandi Muuseum","Europeana","908"
"7uM7eh8kTPAQ8bj349lK4l","European Space Agency","Wikimedia Commons","38,435"
"1VNRPHuuE7e4ifF8RHT7uw","Viljandi Muuseum","Aggregator","0"
"6zlkedQHdqvKcKYOFNFw3U","European Space Agency","Own website","33,000"
"4dg3cYHpJt1Q6tkPo7dRpg","Tartu Ülikooli kunstimuuseum","Aggregator","0"
"JQVTHb26lSVOn7z8gKBly","Tartu Ülikooli kunstimuuseum","Europeana","1,221"
"oeEh9UHyv2ohKp63yRHby","Tartu Kunstimuuseum","Aggregator","0"
"5GWmJZnovMnX03EJ9sA1VX","Tartu Kunstimuuseum","Wikimedia Commons","490"
"67kOAlbNc20fZFPEZDpYTt","Tartu Ülikooli loodusmuuseum","Europeana","14,170"
"5ARFxrQWKn7BNYb5sc9hQQ","Valga Muuseum","Aggregator","0"
"3CEbHTbZQheB4uGhwvN7Gz","Tallinna Kirjanduskeskus","Aggregator","0"
"39ZtjrAhhj9Zd4K4wyAmgf","Tallinna Kirjanduskeskus","Europeana","4,673"
"4dRmpqZbKW07eP6MAjY1EY","Haminan kaupungin museoiden","Aggregator","13"
"7ejeHFbrIlwSxTwmZbl4i6","Forssan museo","Aggregator","136"
"3S3tWMZCNteXP16qfhK6gH","Asikkalan kulttuuripalvelut","Aggregator","2,708"
"2Nf2T4CndFj3ZdkmWkmK9X","Ett Hem","Aggregator","570"
"2rjTkjMUlpcrOCmQPGjvUr","Arkkitehtuurimuseo","Aggregator","4,580"
"6Uq5XBFELQcI3X6ix1C8Nk","Gallen-Kallela museo","Flickr Commons","858"
"1GiUovcNh3INm1Z3nKbuZB","Gallen-Kallela museo","Aggregator","302"
"14uxdLa2yOFGsi9FJXK9sY","Helsingin kaupunginmuseo","Own website","65,000"
"6O4CxRanRN1kjYQOcqriTF","Forum Marinum","Aggregator","2,909"
"1UHD7TqECDj35wabVCbGuq","Forum Marinum","Europeana","3,753"
"64Kl219yyM0lG08tKGBne6","Arkkitehtuurimuseo","Europeana","4,512"
"3rq4s5ptXka23nDZk0zyPy","Aalto yliopiston arkisto","Flickr Commons","809"
"27m2pebrC5EGyfOKMiMjbv","Helsingin kaupunginmuseo","Aggregator","96,713"
"2UPwffW882YVapZSl2zaWP","Helsingin kaupungin­arkisto","Aggregator","39,687"
"4r7dwPHh8utYIJSR7Mb1v2","Helsingin seudun yliopistollinen keskussairaala","Aggregator","9"
"D0FSxuDFpFSLG5TZMjkQq","Ilomantsin museosäätiö","Aggregator","36"
"428Ec7LU7pBQBHtAPM5YzV","Keravan museopalvelut","Aggregator","1,255"
"2vibpAfqSsbJ2QCUJ2iUBb","Kansallisgalleria","Own website","27,968"
"1ihATUqk9StsXz3LQ5uAPC","Kuopion kulttuurihistoriallinen museo","Aggregator","10,345"
"6FVtDzfkCbEhagLD3oHB20","Kustavin museo","Aggregator","1,137"
"2iPN75hMScPJuBzCd1rV6J","Imatran kaupunginmuseo","Aggregator","4,467"
"7jcqcjm2LxEWbzxgtJ6K0Y","Kansallismuseo","Aggregator","70,250"
"2l1gdytFMwFJVTPDV5ALvq","Kansalliskirjasto","Europeana","1,133,203"
"75WlS2HEfwU6xMmeuEA232","Kansalliskirjasto","Aggregator","25,571"
"24fCkWDaiHHYEacUV1IZtU","Järvenpään taidemuseo","Europeana","479"
"6S8aiVePTaHkdTgcjz9T9t","Järvenpään taidemuseo","Aggregator","480"
"2tqZANHyma8RQOZDiojUZK","Naantalin museo","Aggregator","421"
"6yzPNI7MMM4eUjPJvptY3p","Kymenlaakson museo","Aggregator","7,763"
"3J6uw2hjMl6Mf3sKL0haxy","Lahden museot","Aggregator","17,938"
"46F6oOeBSLaVGN8fdcBFyR","Lappeenrannan museot","Aggregator","31,866"
"5PBkot2NOE5239I30fksGF","Museovirasto","Flickr","719"
"5lBbZPUpWjYG2kZDoCrz0D","Museovirasto","Aggregator","301,828"
"7hgkh3HhvbcBhXMrHL8Wyw","Nurmijärven museo","Aggregator","1"
"3Obccx0RxKqhBZlsLZ4Szn","Lusto - Suomen metsämuseo","Aggregator","86,308"
"7hDnkSeXhra5SB5fEzyKYC","Lusto - Suomen metsämuseo","Europeana","78,484"
"xem1o2dH9fX9Nqzspfmtm","Nurmeksen museo","Aggregator","16,192"
"LqwK4G1VBKqYjWJ26vnP2","Loviisan kaupunginmuseo","Aggregator","4,556"
"5H90dOy4RkbMjravSduHfM","Mäntsälän museotoimi","Aggregator","3"
"56A3a8nni1U74lAbmro74D","Poikilo-museot","Aggregator","4,913"
"732klqt7KSSGxsGctxqiJE","Satakunnan museo","Aggregator","19,097"
"4H6SRIqYyMDGBrtrwvsZcI","Suomalaisen Kirjallisuuden Seura","Europeana","211"
"53mSmPpcdzMmHH7VCk22e4","Sotamuseo","Own website","0"
"15ZKAtTr94sHN9koMWsrCW","Pielisen museo","Aggregator","12,802"
"1X7GwXuaackJbCOtqliN7U","Sotamuseo","Aggregator","163,351"
"5oq1UMMI2cISK4eqrjeyww","Siirtolaisuusinstituutti","Aggregator","724"
"3O7NxMKbe8faAc20SoKz07","Sibelius-museo","Aggregator","8,760"
"5ws34PHbnvWoh1L7fnGXli","Sibelius-museo","Aggregator","2,287"
"6kmkWBUlPuOL0TC4oOMVxr","Suomen ilmailumuseo","Aggregator","11,846"
"2NByAB0vykoacti3OD85UL","Salon historiallinen museo","Aggregator","1,524"
"5grxr9PMiqIN2XL7bYGfm1","Rauman merimuseo","Aggregator","1,448"
"7trHog4KHTq2uPPmWo029z","Vantaan kaupunginmuseo","Aggregator","9,942"
"HdSy2gV7pWcGbIgdvXTF7","Valkeakosken museot","Aggregator","634"
"6lyG3hgicokRL5UmZkGTKK","Suomen valokuvataiteen museo","Flickr Commons","565"
"400w8QEKpgERpfinUIRk7N","Svenska litteratursällskapet i Finland","Aggregator","5,736"
"3FgagtcBcWL7u2GicfKsIM","Suomen melontamuseo","Aggregator","614"
"qBPA1v4tlHUSdEhWk5IUf","Suomen valokuvataiteen museo","Aggregator","1,049"
"2QehBTWsOalDeAy2s4dQOb","Työväenliikkeen kirjaston julkaisuarkisto","Aggregator","2"
"6gbGijBty8yLxe5jxVNUEX","Uudenkaupungin museo","Aggregator","11,053"
"6LSkoHl9FAcp23ZoylKnlI","Taideyliopisto","Aggregator","2,355"
"7uAOSR0aF1VRf9t6UcZjeM","Varkauden museot","Aggregator","1,581"
"3ywI2g1WSdLeLzhajayPK6","Svenska litteratursällskapet i Finland","Flickr Commons","997"
"6dYA6YvanbiJDlDZpiJGUw","Turun museokeskus","Aggregator","112,044"
"4S8BiznKZZql5LZFvUUqQf","Archives municipales de Toulouse","Own website","26,731"
"2pTzLvDDQ6oAF5x9T9xM7E","Archives départementales de la Charente","Own website","0"
"2KGw2u1Zc0hprCka4LdrsY","Yleisradio Oy","Flickr Commons","239"
"2JcGW9Nr89wopdXg6MtqNN","Archives municipales de Toulouse","Flickr","654"
"27czHGAzxXc9hBfY65L5DH","Archives départementales du Bas-Rhin","Own website","548,597"
"5MjKORnUASbpLgAwiCX3oi","Archives nationales de France","Own website","6,000,000"
"RAf1MsQBqhGKiJQpaf3MB","Väylävirasto","Aggregator","33"
"2nKn9pR5pAWzJZwfWXn2sf","Archives nationales de France","Wikimedia Commons","3,751"
"5RpX5kuTNG2Lf57l1f0W6y","Archives départementales des Hauts-de-Seine","Wikimedia Commons","9,647"
"2xG1innhnw0yoEE8At3z6L","Archives municipales de Lyon","Wikimedia Commons","988"
"1PYvCNGZ6YLKzutyYNWk7i","Babord-Num","Own website","0"
"jvTswXeuEKsEy7jew9HBE","Villa Gyllenberg","Aggregator","3"
"6MgAx7QaK0veIy1j7dFKzi","Babord-Num","Europeana","486"
"2obfmUmtPkalHXWerHeh98","Bibliothèque interuniversitaire de Montpellier","Own website","0"
"35VyjjhLjm4ixBmL7zWse0","Bibliothèque de l'Institut national d'histoire de l'art","Own website","28,429"
"4wrWf06p8rnCXeqIVr9nzO","Bibliothèque du Patrimoine de Clermont Auvergne Métropole","Own website","7,172"
"6J4gwk0vop0ThOlicNnD5Q","Bibliothèque interuniversitaire de Santé","Internet Archive","20,028"
"5YW49RhclYlIXYrgyCMX0y","Bibliothèque municipale de Grenoble","Own website","7,623"
"27kFUuVm1PXivmSEgqpI3H","Bibliothèque Medem - Maison de la Culture Yiddish","Europeana","744"
"3LjYSgTBYWwggXTdQ1nTkS","Bibliothèque du Patrimoine de Clermont Auvergne Métropole","Wikimedia Commons","5,613"
"2MBhD5Vr0bZkkTHUqv9irN","Bibliothèque interuniversitaire de la Sorbonne","Own website","11,000"
"1fHsaXyC1T8rZ0qCMU9h63","Bibliothèque municipale de Lyon","Own website","30,000"
"37ERO4PfzZBNBuzYjgD4l6","Bibliothèque de Sorbonne Université","Own website","3,525"
"01leIRN0rieT8szxgdONko","Bibliothèque et Centre de recherche en informatique de MINES ParisTech","Own website","0"
"1DXR3urHt4diofAN0dDdmi","Bibliothèque patrimoniale Méjanes - Michel Vovelle","Own website","22,634"
"5fKRBoFwFhrpx4pjtHW3Mw","Bibliothèque numérique de la ville de Périgueux","Own website","6,200"
"49xKg1IDXpqQbdXMVhPvVW","Bibliothèque municipale de Toulouse","Flickr Commons","4,485"
"5jmp6LUCM6zQlrQpa39ZNU","Bibliothèque municipale de Toulouse","Own website","13,377"
"1LgtY1whhLj52CtwAQujAq","Bibliothèque numérique du Limousin","Own website","240,000"
"4DxHx8Fbno3vE641A5sYEk","Bibliothèque patrimoniale numérique de Mines ParisTech","Own website","682"
"1wCcVLy85XkJO2Hbpss7Tg","Bibliothèque nationale et universitaire de Strasbourg","Europeana","21,317"
"7kkUGF1fEGggZBKOVxtvO6","Bibliothèque universitaire des langues et civilisations","Own website","6,447"
"27al0M0zF1bHFMQzbZe7hA","Bibliothèque municipale de Nantes","Own website","0"
"s2PCoboOhuSvsqsKtYRmW","Bibliothèque universitaire de Grenoble Alpes","Own website","236"
"7GGGB9aWYhwYYN75vuUplg","Bibliothèque numérique du Cirad en agronomie tropicale","Own website","2,088"
"7FS7pZcJJqzSNA9gnlDS80","CNES","Own website","21,788,232"
"5VeAV6dkvvv6IBzTfJm1Hm","Bibliothèque virtuelle de l'université de Poitiers","Own website","0"
"4AkOuTGAYkxHJLzRj4cMuj","Centre National de la Danse","Europeana","266"
"4hbz5JuytVCLPDJ6eit3P5","Bibliothèques de Nancy","Wikimedia Commons","2,509"
"45LuIHENOD2p99jePBnL3q","Bibliothèques de l'Ecole normale Supérieure-Paris","Internet Archive","505"
"4F2Wlod27z9ott5fSummTb","Bibliothèque virtuelle sur les premiers socialismes","Europeana","177"
"7qfW3Iimo0YpQO4Eq4eWVY","École nationale vétérinaire de Toulouse","Wikimedia Commons","150"
"1XSoRCEvuUt2CUXo0zae6e","Institut national de recherche pour l'agriculture, l'alimentation et l'environnement","Own website","12,033"
"3WuIwy0HTiZ3RcQ2HXSA23","Institut national de recherche pour l'agriculture, l'alimentation et l'environnement","Internet Archive","26,320"
"2p7o9IiDlG8rYG3sJwddTs","Fondation pour une Histoire Juive Universelle","Own website","1,594"
"1aT0bgOOsLYWwt71PJ1ZOL","Centre des monuments nationaux","Own website","18,672"
"2d3qz1qeOnZaaxOXxPAtbc","Maison méditerranéenne des sciences de l'homme","Wikimedia Commons","91"
"5laGkhGyEF80V0qNsvlm56","L’Héritage des ponts et chaussées","Own website","17,000"
"3YY2tuOpalejClPc2FUlQF","Limédia - Bibliothèque numérique du Sillon lorrain","Own website","190,689"
"1Je5qLRYNOXFccmpuBRC1R","Lo CIRDÒC (Occitanica)","Europeana","1,962"
"3Wp6kSCksAz6mOyWpnvbfO","Limédia - Bibliothèque numérique du Sillon lorrain","Own website","41,134"
"6lW31r0nbIFl9Bs2Of6qyh","Maison de Victor Hugo","Own website","16,327"
"1NrwxZu6yFP5GmQsvsQHnv","Musée Bourdelle","Own website","1"
"5aPeFqTXTyc5FflpGRdTZV","Médiathèques Valence Romans Agglomération","Flickr Commons","1,005"
"1XapFPxxdTvbapqD7iIArF","Maison de Balzac","Own website","2,034"
"bSdxyEhzft6tqbFrXXsTr","La contemporaine","Own website","200,000"
"5tCso8Lrj80sGVqVUOw7F1","Médiathèque François-Mitterrand de Poitiers","Own website","3,824"
"4piNL7mVuDcc7SsXqUfsIN","Musée Carnavalet","Own website","166,673"
"3SElVJKNvgNvakC6DM7JmB","Musée Cognacq-Jay","Own website","964"
"4WkpHNZ0UJtvcZYppXo0x2","Musée de Bretagne","Wikimedia Commons","221"
"74jtgwPuYjl9hvdpPyUwT4","Musée de la Libération de Paris","Own website","2,514"
"78Ibh4TnjQ7RO7LksG5GC","Musée de la Vie romantique","Own website","1,607"
"bOvK2KDik1QH0DXRnGxA5","Musée d'art et d'histoire de Saint-Brieuc","Wikimedia Commons","514"
"1NkGF9lisR2ar4oFyaVW2p","Musée de Die","Wikimedia Commons","181"
"4EWBoOmPXNCTuLjWFJcRTt","Musée Cernuschi","Own website","3,341"
"4gK8lmNocQF8hmqPaHxhpT","Musée de Bretagne","Own website","212,566"
"4zdvmZc5WSI2DVyTeio7Po","Musée départemental Albert-Kahn","Own website","68,970"
"6ts8VrKE1aJtAEEnvIRoRO","Musée d'art moderne de Paris","Own website","4"
"FzsV0QTVNdnxmok3MRtdi","Petit Palais","Own website","21,251"
"6AAP1hC1pgD4assKsNTtAE","Muséum national d'Histoire naturelle","Europeana","481,540"
"2jBZIA49gxhvoTtYvzX8Gd","Musée Saint-Raymond","Wikimedia Commons","3,655"
"6LMhCXBSD9k2NndRI37hX4","Musée des Beaux-Arts de Nancy","Wikimedia Commons","89"
"6zjWqk9Yra0dPv6pSppsiH","Musée Saint-Raymond","Own website","1,554"
"79FIV3roZ8CnMQm4J0zAAy","Muséum de Toulouse","Wikimedia Commons","489"
"4iG4GeEOaDw1GJn3AFksOr","Musée Saint-Remi","Own website","2,703"
"5KNTMlzMnxNdtJMtX4pIva","Musées départementaux de la Haute-Saône","Wikimedia Commons","2,038"
"7s55bv2XdXPeRKjQU8HtdV","Musée des Beaux-Arts de Reims","Own website","13,707"
"a9Ns5ByUOHqOeoBqXQvWj","Musée des Augustins","Wikimedia Commons","940"
"7IWSwejGKFoMB2cofRrTWa","Musée Le Vergeur","Own website","3,370"
"5F3zSJWQrUsWlXtur32tCQ","AlliiertenMuseum","Europeana","5,045"
"2Y18XD3WgkB7gyUuMnGTvk","Architekturmuseum der TU Berlin","Europeana","89,534"
"4eFxItwrj9A1DaiHdTXpOa","AutoMuseum Volkswagen","Coding Da Vinci","20"
"33Qhb4ilcBdK1TVCfTh3Tr","Université de Caen Normandie","Flickr Commons","2,058"
"1wuiePnK8ReCyEJwAoYaah","Arolsen Archives","Coding Da Vinci","32,000"
"1vg86ttgxT42wHBqD27wSp","Architekturmuseum der TU Berlin","Own website","91,471"
"5Raq4Mwea8VKC7Ar2cTxOj","Archiv der deutschen Frauenbewegung","Europeana","1,628"
"390pJpnseDOvvpkLoYRBMj","Architekturmuseum der TU Berlin","Coding Da Vinci","0"
"4yt3pNTIV9mwTW94ZLav3I","Anhaltische Landesbücherei Dessau","Coding Da Vinci","0"
"5hrauoJgRDvHT3ZNNbxPIs","Université Bordeaux Montaigne","Wikimedia Commons","2,739"
"4ZUXzVQ6FnVP8Sj0NgwcWP","Université de Lorraine","Own website","1,072"
"4n5NJrxuJJWy0k4mxUfnEK","Augustinermuseum","Own website","1,536"
"2HcXf6XhTSa8kU6ddj1Czt","Bibliothek für Bildungsgeschichtliche Forschung","German Digital Library","362,084"
"4se5PRAVPox6mfzDIf586Y","Bayerische Staatsgemäldesammlungen","Own website","12,573"
"5g6bv9CEVCRjHTpR1ozYmw","Botanischer Garten und Botanisches Museum Berlin","Coding Da Vinci","0"
"V5RngO4Ri9IotbqikzLeQ","Carl von Ossietzky Universität Oldenburg. Universitätsarchiv","Coding Da Vinci","104"
"2tveHHxfKf3F9MSlVzZRSG","Bundesarchiv","Wikimedia Commons","85,727"
"6oS8UrT5yWmh49k8rzNZzz","Bundesanstalt für Wasserbau (BAW) Infozentrum Wasserbau","Europeana","17,553"
"4zntJ1dNmpJCmqFKRlPNXM","Brück & Sohn Kunstverlag Meißen","Wikimedia Commons","32,039"
"581lfk4krJLJREalXgvBVR","Braunschweigisches Landesmuseum","Coding Da Vinci","0"
"6twDPRDG4WmnMF8uxUfUyM","Bauhaus-Universität Weimar","German Digital Library","33,521"
"6G4XoVfDQ07OHwvLePMBwN","Berlinische Galerie","Coding Da Vinci","0"
"4Ntlz3pw4RD9lkmVpkG9Wt","Christian-Albrechts-Universität zu Kiel","Coding Da Vinci","0"
"4gPdwCHo8YXinZ62SPooMx","Christian-Albrechts-Universität zu Kiel","German Digital Library","94,387"
"5TXHO6Za78cnyMt8VEfSpD","DB Museum Nürnberg","Coding Da Vinci","128"
"3LUZZrNxwqSqW0n8biYqaZ","Deutsches Museum","Coding Da Vinci","0"
"254HTMI8vpNSrZauOq1TXw","Deutsches Buch- und Schriftmuseum der Deutschen Nationalbibliothek","Coding Da Vinci","0"
"7F0zaj0drOLvVGYfUorNOv","Deutsches Spielearchiv Nürnberg","Coding Da Vinci","122"
"590rQLpscS580EonmBmhyc","Deutsches Technikmuseum","Coding Da Vinci","4,991"
"yjxQCmvZZMwymWoB3OvbD","Digitales Naturhistorisches Archiv Darmstadt","Sketchfab","60"
"72xqokK5eQztwmWj4cxc1k","Computerspielemuseum","Coding Da Vinci","0"
"GTArWrkHXAh9wIYBMinXc","Deutsche Fotothek","Wikimedia Commons","63,820"
"WmqbMsgZHl0xyRJhQR1ag","Deutsches Filminstitut - DIF","Coding Da Vinci","0"
"2911lkAJOY56LgJ8mubRSc","FHXB Friedrichshain-Kreuzberg Museum","Coding Da Vinci","417"
"1HWbVFdEMyBKG5NM400wRR","Europäisches Brotmuseum","Coding Da Vinci","38"
"3mRiF5cL8otZwEnr4wSew1","Generaldirektion der staatlichen Archive Bayerns","Coding Da Vinci","4,743"
"5XNrJ2Z07hkwD8hvO8EKGm","Georg-August-Universität Göttingen. Physicalisches Cabinet","Coding Da Vinci","0"
"2wAWroZlUWkHCuOimxIaSp","Evenburg","Coding Da Vinci","26"
"7JFSxhC7SvidwvsXmzWpND","Ernst-Haeckel-Haus der Friedrich-Schiller-Universität Jena","Own website","44"
"3dRXyAXiQDnXMw5qf1Vd3c","Ernst-Haeckel-Haus der Friedrich-Schiller-Universität Jena","Coding Da Vinci","0"
"3wf1Ihesfko5eFPGuqP4tw","Gedenk- und Bildungsstätte - Haus der Wannseekonferenz","Europeana","98"
"6vLisM9djwbroVny8EpgJe","Emslandmuseum Lingen","Coding Da Vinci","74"
"tso4rhX6oT7Aq2xqmBgSG","Forschungsbibliothek Gotha der Universität Erfurt","Coding Da Vinci","474"
"20PpACnTzp714DgwrUT9a1","Ethnologisches Museum Berlin","Coding Da Vinci","0"
"VNKJ6fNBafRju590KZ3SU","Herzog August Bibliothek Wolfenbüttel","Coding Da Vinci","7,000"
"4I6uN1crr4L7dOyaFbtT0x","Staatsarchiv Darmstadt","Wikimedia Commons","17"
"7zDSbXUhlvVkRs3HI3qVn3","Haus der Geschichte Baden-Württemberg","Coding Da Vinci","480"
"6bDHkWXRbDModAKxG7GVZm","Herzog Anton Ulrich-Museum","Coding Da Vinci","13"
"2SpVeMiPZUzmzIEspEELei","Gerda Schimpf Fotoarchiv","Aggregator","615"
"63AQSp8VEtN6IUCTZxrpl0","Gerda Schimpf Fotoarchiv","Europeana","612"
"2P873uQ3BmXSrcFPLMWiPa","Heimatmuseum Obernfeld","Coding Da Vinci","88"
"5T4j0taRUYOxZMxUenZH9u","Georg-Eckert-Institut – Leibniz-Institut für internationale Schulbuchforschung","Coding Da Vinci","430,000"
"2kisX5rpKomk93maXVPXqG","Georg-Eckert-Institut – Leibniz-Institut für internationale Schulbuchforschung","German Digital Library","94,254"
"1BywNvdbhABIFbcZREFPsg","Georg-August-Universität Göttingen. Zentrale Kustodie","Coding Da Vinci","6,030"
"1CCfGkmJxwgA0KHgzfXRlE","Gleimhaus - Museum der deutschen Aufklärung","Coding Da Vinci","0"
"3EtIMJsIhzyTJEq0oGwWkh","Historisches Museum Frankfurt","Coding Da Vinci","0"
"5KlRXRajx4SXXrpYxg5ry","Historisches Museum Hannover","Coding Da Vinci","50"
"10SDaWRj6QZSXV1LeAJAaN","Institut für Stadtgeschichte Frankfurt am Main, Abteilung Zeitgeschichte und Gedenken","Coding Da Vinci","5,000"
"4VMjAhUCRbvCBTBk3SqWn1","Institut für Theaterwissenschaft der FU Berlin","Coding Da Vinci","124"
"3bOKk5m1dXnAP7W1jUqGWe","Hochschule für Musik und Theater ""Felix Mendelssohn Bartholdy"" Leipzig, Bibliothek/Archiv","Coding Da Vinci","6,000"
"1WMhIsRSmhRBZTaHfjcE2L","Hochschule für Technik und Wirtschaft Berlin, Historisches Archiv","Coding Da Vinci","50"
"wBN3c4SGi4XYEFwCfLefl","Industriesalon Schöneweide","Europeana","8,257"
"13rMJifiwCT6J3ZXi6XRlt","Hochschule Mainz","Europeana","1"
"3phcoF3aswQoYcQk6BomA6","Johann Wolfgang Goethe-Universität Frankfurt am Main","German Digital Library","13,535"
"38ks5N59rCujTapKAc8tsB","Humboldt-Universität zu Berlin, Institut für Kunst- und Bildgeschichte","Coding Da Vinci","0"
"3I9TB8XFR1zdiIxKCeor7","Institut für Klassiche Archäologie der FAU Erlangen-Nürnberg, Antikensammlung","Coding Da Vinci","69"
"48nOKAQir3kYq60k4l2EtF","Johannes Gutenberg-Universität Mainz","Coding Da Vinci","230"
"25lW4lAzoaetUZ26EA3hW8","KZ-Gedenkstätte Dachau","Coding Da Vinci","1,301"
"XhGpwX5ypuGbiD1fn6eDZ","Katholische Universität Eichstätt-Ingolstadt","Coding Da Vinci","139"
"6BbBvteKjczJQ0tzwUl5cx","Landesmuseum Hannover","Coding Da Vinci","9,465"
"6d4X97RLJRmomN024sJa8Q","Jüdisches Museum Berlin","Wikimedia Commons","525"
"1l4WK6xn4BRBiUQqDkyg6t","Landesmuseum Natur und Mensch","Coding Da Vinci","717"
"2Rw6LZKmBgKwbOA5CpsL6z","Kreisarchäologie Rotenburg (Wümme)","Coding Da Vinci","186"
"5KL9OvNqn2CKGgmDetyUNM","Konrad-Adenauer-Stiftung","Wikimedia Commons","8,392"
"5DDkd495wV6YWZe4jmfevJ","Jüdisches Leben in Unterfranken (e.V.) / Stadt- und Stiftsarchiv Aschaffenburg","Coding Da Vinci","0"
"5lXsXw3QNDFBSs7gpsi8Gd","Kreis- und Stadtarchäologie Gifhorn","Coding Da Vinci","82"
"Plyx0vW1nHUL34XUfKGfO","Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures","Europeana","1,428"
"5EpyMovoVgcmE3vGaZSrI7","Lindenau-Museum Altenburg","Coding Da Vinci","61"
"7h5KQRtAZETyjQZHiZfGkX","Martinus-Bibliothek","Coding Da Vinci","0"
"6Q7KOmUUNUF9ldsGA9kKTM","Leibniz-Institut für Astrophysik Potsdam (AIP)","Own website","85,000"
"1ZMc76uoCkwTVDPErf06e7","Max-Planck-Institut für Wissenschaftsgeschichte","Europeana","1,286"
"1zcN0jiyBeBWYAlBWHru0A","Lette-Verein Stiftung des öffentlichen Rechts Berlin / Bereich Bibliothek und Archiv","Coding Da Vinci","71"
"3rJ0YOiIrUmyM0P5Wfbmrq","Monacensia im Hildebrandhaus","Coding Da Vinci","1,020"
"5IqKJA3dBTToF9tdzV7tf9","Leipziger Städtische Bibliotheken","Coding Da Vinci","257"
"4fNDyftnax4A4UyRIa1PPa","Leibniz-Institut für Ost- und Südosteuropaforschung (IOS)","Coding Da Vinci","1,381"
"6RWAcJJpC9D2O8DReNqOR0","Landesmuseum Württemberg","Coding Da Vinci","876"
"uJBQnWLZuP5T5CaG3Acv8","Museum für Abgüsse Klassischer Bildwerke","Coding Da Vinci","80"
"4qKFdIjip8xW09OeZfRUsr","Museum für Hamburgische Geschichte","Wikimedia Commons","492"
"2nvJZwAGr1jEZYvf05Awpm","Museum Burg Posterstein","Wikimedia Commons","62"
"1k2dPaF2FONCfKUGagFd2Z","Museum August Kestner","Coding Da Vinci","134"
"2P31xRUHJgk6HTia5s2hoa","Münchner Stadtmuseum","Own website","3,956"
"4kO4LA1vlGa0mvp5hKDvcq","Museum für Neue Kunst","Own website","523"
